English,Braille
slow good open laugh moon yellow,⠎⠇⠕⠺ ⠛⠕⠕⠙ ⠕⠏⠑⠝ ⠇⠁⠥⠛⠓ ⠍⠕⠕⠝ ⠽⠑⠇⠇⠕⠺
happy read hello fast,⠓⠁⠏⠏⠽ ⠗⠑⠁⠙ ⠓⠑⠇⠇⠕ ⠋⠁⠎⠞
slow green send smile smile feel morning,⠎⠇⠕⠺ ⠛⠗⠑⠑⠝ ⠎⠑⠝⠙ ⠎⠍⠊⠇⠑ ⠎⠍⠊⠇⠑ ⠋⠑⠑⠇ ⠍⠕⠗⠝⠊⠝⠛
you give you bright red,⠽⠕⠥ ⠛⠊⠧⠑ ⠽⠕⠥ ⠃⠗⠊⠛⠓⠞ ⠗⠑⠙
love white feel read,⠇⠕⠧⠑ ⠺⠓⠊⠞⠑ ⠋⠑⠑⠇ ⠗⠑⠁⠙
good close good today slow,⠛⠕⠕⠙ ⠉⠇⠕⠎⠑ ⠛⠕⠕⠙ ⠞⠕⠙⠁⠽ ⠎⠇⠕⠺
good feel how bright jump yellow,⠛⠕⠕⠙ ⠋⠑⠑⠇ ⠓⠕⠺ ⠃⠗⠊⠛⠓⠞ ⠚⠥⠍⠏ ⠽⠑⠇⠇⠕⠺
how fast write red blue bring laugh,⠓⠕⠺ ⠋⠁⠎⠞ ⠺⠗⠊⠞⠑ ⠗⠑⠙ ⠃⠇⠥⠑ ⠃⠗⠊⠝⠛ ⠇⠁⠥⠛⠓
slow moon open feel moon blue fast come,⠎⠇⠕⠺ ⠍⠕⠕⠝ ⠕⠏⠑⠝ ⠋⠑⠑⠇ ⠍⠕⠕⠝ ⠃⠇⠥⠑ ⠋⠁⠎⠞ ⠉⠕⠍⠑
fast close world go give,⠋⠁⠎⠞ ⠉⠇⠕⠎⠑ ⠺⠕⠗⠇⠙ ⠛⠕ ⠛⠊⠧⠑
today slow bright dark stay come,⠞⠕⠙⠁⠽ ⠎⠇⠕⠺ ⠃⠗⠊⠛⠓⠞ ⠙⠁⠗⠅ ⠎⠞⠁⠽ ⠉⠕⠍⠑
happy moon send run dream jump today,⠓⠁⠏⠏⠽ ⠍⠕⠕⠝ ⠎⠑⠝⠙ ⠗⠥⠝ ⠙⠗⠑⠁⠍ ⠚⠥⠍⠏ ⠞⠕⠙⠁⠽
morning you night yellow open write,⠍⠕⠗⠝⠊⠝⠛ ⠽⠕⠥ ⠝⠊⠛⠓⠞ ⠽⠑⠇⠇⠕⠺ ⠕⠏⠑⠝ ⠺⠗⠊⠞⠑
close you world fast dream red jump,⠉⠇⠕⠎⠑ ⠽⠕⠥ ⠺⠕⠗⠇⠙ ⠋⠁⠎⠞ ⠙⠗⠑⠁⠍ ⠗⠑⠙ ⠚⠥⠍⠏
write touch go wish,⠺⠗⠊⠞⠑ ⠞⠕⠥⠉⠓ ⠛⠕ ⠺⠊⠎⠓
sad open jump jump fast green green today,⠎⠁⠙ ⠕⠏⠑⠝ ⠚⠥⠍⠏ ⠚⠥⠍⠏ ⠋⠁⠎⠞ ⠛⠗⠑⠑⠝ ⠛⠗⠑⠑⠝ ⠞⠕⠙⠁⠽
yellow bright night touch bring fast,⠽⠑⠇⠇⠕⠺ ⠃⠗⠊⠛⠓⠞ ⠝⠊⠛⠓⠞ ⠞⠕⠥⠉⠓ ⠃⠗⠊⠝⠛ ⠋⠁⠎⠞
think laugh run white sad give jump,⠞⠓⠊⠝⠅ ⠇⠁⠥⠛⠓ ⠗⠥⠝ ⠺⠓⠊⠞⠑ ⠎⠁⠙ ⠛⠊⠧⠑ ⠚⠥⠍⠏
run laugh read come sun jump blue,⠗⠥⠝ ⠇⠁⠥⠛⠓ ⠗⠑⠁⠙ ⠉⠕⠍⠑ ⠎⠥⠝ ⠚⠥⠍⠏ ⠃⠇⠥⠑
world write fast night good,⠺⠕⠗⠇⠙ ⠺⠗⠊⠞⠑ ⠋⠁⠎⠞ ⠝⠊⠛⠓⠞ ⠛⠕⠕⠙
are are hold see,⠁⠗⠑ ⠁⠗⠑ ⠓⠕⠇⠙ ⠎⠑⠑
bright think touch good red take laugh,⠃⠗⠊⠛⠓⠞ ⠞⠓⠊⠝⠅ ⠞⠕⠥⠉⠓ ⠛⠕⠕⠙ ⠗⠑⠙ ⠞⠁⠅⠑ ⠇⠁⠥⠛⠓
moon morning see sun,⠍⠕⠕⠝ ⠍⠕⠗⠝⠊⠝⠛ ⠎⠑⠑ ⠎⠥⠝
hello hold morning sad go hate,⠓⠑⠇⠇⠕ ⠓⠕⠇⠙ ⠍⠕⠗⠝⠊⠝⠛ ⠎⠁⠙ ⠛⠕ ⠓⠁⠞⠑
blue bright sun come laugh see,⠃⠇⠥⠑ ⠃⠗⠊⠛⠓⠞ ⠎⠥⠝ ⠉⠕⠍⠑ ⠇⠁⠥⠛⠓ ⠎⠑⠑
send moon stay are hold,⠎⠑⠝⠙ ⠍⠕⠕⠝ ⠎⠞⠁⠽ ⠁⠗⠑ ⠓⠕⠇⠙
touch night feel are wish send think dream,⠞⠕⠥⠉⠓ ⠝⠊⠛⠓⠞ ⠋⠑⠑⠇ ⠁⠗⠑ ⠺⠊⠎⠓ ⠎⠑⠝⠙ ⠞⠓⠊⠝⠅ ⠙⠗⠑⠁⠍
slow black hate give night good think,⠎⠇⠕⠺ ⠃⠇⠁⠉⠅ ⠓⠁⠞⠑ ⠛⠊⠧⠑ ⠝⠊⠛⠓⠞ ⠛⠕⠕⠙ ⠞⠓⠊⠝⠅
open jump laugh open run stand jump feel,⠕⠏⠑⠝ ⠚⠥⠍⠏ ⠇⠁⠥⠛⠓ ⠕⠏⠑⠝ ⠗⠥⠝ ⠎⠞⠁⠝⠙ ⠚⠥⠍⠏ ⠋⠑⠑⠇
white red you moon green,⠺⠓⠊⠞⠑ ⠗⠑⠙ ⠽⠕⠥ ⠍⠕⠕⠝ ⠛⠗⠑⠑⠝
take write take run come hold green close,⠞⠁⠅⠑ ⠺⠗⠊⠞⠑ ⠞⠁⠅⠑ ⠗⠥⠝ ⠉⠕⠍⠑ ⠓⠕⠇⠙ ⠛⠗⠑⠑⠝ ⠉⠇⠕⠎⠑
you today write hello,⠽⠕⠥ ⠞⠕⠙⠁⠽ ⠺⠗⠊⠞⠑ ⠓⠑⠇⠇⠕
dream bring today how morning green run,⠙⠗⠑⠁⠍ ⠃⠗⠊⠝⠛ ⠞⠕⠙⠁⠽ ⠓⠕⠺ ⠍⠕⠗⠝⠊⠝⠛ ⠛⠗⠑⠑⠝ ⠗⠥⠝
night walk jump happy close red,⠝⠊⠛⠓⠞ ⠺⠁⠇⠅ ⠚⠥⠍⠏ ⠓⠁⠏⠏⠽ ⠉⠇⠕⠎⠑ ⠗⠑⠙
moon read hate read black blue,⠍⠕⠕⠝ ⠗⠑⠁⠙ ⠓⠁⠞⠑ ⠗⠑⠁⠙ ⠃⠇⠁⠉⠅ ⠃⠇⠥⠑
how world moon bright,⠓⠕⠺ ⠺⠕⠗⠇⠙ ⠍⠕⠕⠝ ⠃⠗⠊⠛⠓⠞
close sad bright stay,⠉⠇⠕⠎⠑ ⠎⠁⠙ ⠃⠗⠊⠛⠓⠞ ⠎⠞⠁⠽
today bring feel yellow write slow bright feel,⠞⠕⠙⠁⠽ ⠃⠗⠊⠝⠛ ⠋⠑⠑⠇ ⠽⠑⠇⠇⠕⠺ ⠺⠗⠊⠞⠑ ⠎⠇⠕⠺ ⠃⠗⠊⠛⠓⠞ ⠋⠑⠑⠇
smile world laugh good you today,⠎⠍⠊⠇⠑ ⠺⠕⠗⠇⠙ ⠇⠁⠥⠛⠓ ⠛⠕⠕⠙ ⠽⠕⠥ ⠞⠕⠙⠁⠽
send stay red happy walk touch how,⠎⠑⠝⠙ ⠎⠞⠁⠽ ⠗⠑⠙ ⠓⠁⠏⠏⠽ ⠺⠁⠇⠅ ⠞⠕⠥⠉⠓ ⠓⠕⠺
think dark morning smile dream fast,⠞⠓⠊⠝⠅ ⠙⠁⠗⠅ ⠍⠕⠗⠝⠊⠝⠛ ⠎⠍⠊⠇⠑ ⠙⠗⠑⠁⠍ ⠋⠁⠎⠞
run hate red good take hate,⠗⠥⠝ ⠓⠁⠞⠑ ⠗⠑⠙ ⠛⠕⠕⠙ ⠞⠁⠅⠑ ⠓⠁⠞⠑
sad you walk night hold,⠎⠁⠙ ⠽⠕⠥ ⠺⠁⠇⠅ ⠝⠊⠛⠓⠞ ⠓⠕⠇⠙
stand stand go stand,⠎⠞⠁⠝⠙ ⠎⠞⠁⠝⠙ ⠛⠕ ⠎⠞⠁⠝⠙
night give write come laugh how dark,⠝⠊⠛⠓⠞ ⠛⠊⠧⠑ ⠺⠗⠊⠞⠑ ⠉⠕⠍⠑ ⠇⠁⠥⠛⠓ ⠓⠕⠺ ⠙⠁⠗⠅
laugh night hello sun,⠇⠁⠥⠛⠓ ⠝⠊⠛⠓⠞ ⠓⠑⠇⠇⠕ ⠎⠥⠝
world wish blue touch,⠺⠕⠗⠇⠙ ⠺⠊⠎⠓ ⠃⠇⠥⠑ ⠞⠕⠥⠉⠓
stay go moon morning open moon fast,⠎⠞⠁⠽ ⠛⠕ ⠍⠕⠕⠝ ⠍⠕⠗⠝⠊⠝⠛ ⠕⠏⠑⠝ ⠍⠕⠕⠝ ⠋⠁⠎⠞
blue moon white take moon,⠃⠇⠥⠑ ⠍⠕⠕⠝ ⠺⠓⠊⠞⠑ ⠞⠁⠅⠑ ⠍⠕⠕⠝
happy white dream white feel hold,⠓⠁⠏⠏⠽ ⠺⠓⠊⠞⠑ ⠙⠗⠑⠁⠍ ⠺⠓⠊⠞⠑ ⠋⠑⠑⠇ ⠓⠕⠇⠙
stay moon are fast dream,⠎⠞⠁⠽ ⠍⠕⠕⠝ ⠁⠗⠑ ⠋⠁⠎⠞ ⠙⠗⠑⠁⠍
go jump read write blue bring give,⠛⠕ ⠚⠥⠍⠏ ⠗⠑⠁⠙ ⠺⠗⠊⠞⠑ ⠃⠇⠥⠑ ⠃⠗⠊⠝⠛ ⠛⠊⠧⠑
smile how go dream give green,⠎⠍⠊⠇⠑ ⠓⠕⠺ ⠛⠕ ⠙⠗⠑⠁⠍ ⠛⠊⠧⠑ ⠛⠗⠑⠑⠝
run come stay close take sun,⠗⠥⠝ ⠉⠕⠍⠑ ⠎⠞⠁⠽ ⠉⠇⠕⠎⠑ ⠞⠁⠅⠑ ⠎⠥⠝
world take green walk slow white,⠺⠕⠗⠇⠙ ⠞⠁⠅⠑ ⠛⠗⠑⠑⠝ ⠺⠁⠇⠅ ⠎⠇⠕⠺ ⠺⠓⠊⠞⠑
take smile hate walk think write see moon,⠞⠁⠅⠑ ⠎⠍⠊⠇⠑ ⠓⠁⠞⠑ ⠺⠁⠇⠅ ⠞⠓⠊⠝⠅ ⠺⠗⠊⠞⠑ ⠎⠑⠑ ⠍⠕⠕⠝
think stand black sad hold hold walk green,⠞⠓⠊⠝⠅ ⠎⠞⠁⠝⠙ ⠃⠇⠁⠉⠅ ⠎⠁⠙ ⠓⠕⠇⠙ ⠓⠕⠇⠙ ⠺⠁⠇⠅ ⠛⠗⠑⠑⠝
world come run go hello jump think green,⠺⠕⠗⠇⠙ ⠉⠕⠍⠑ ⠗⠥⠝ ⠛⠕ ⠓⠑⠇⠇⠕ ⠚⠥⠍⠏ ⠞⠓⠊⠝⠅ ⠛⠗⠑⠑⠝
open take send see black,⠕⠏⠑⠝ ⠞⠁⠅⠑ ⠎⠑⠝⠙ ⠎⠑⠑ ⠃⠇⠁⠉⠅
think go black open,⠞⠓⠊⠝⠅ ⠛⠕ ⠃⠇⠁⠉⠅ ⠕⠏⠑⠝
moon smile moon fast,⠍⠕⠕⠝ ⠎⠍⠊⠇⠑ ⠍⠕⠕⠝ ⠋⠁⠎⠞
world run moon white bring white dream slow,⠺⠕⠗⠇⠙ ⠗⠥⠝ ⠍⠕⠕⠝ ⠺⠓⠊⠞⠑ ⠃⠗⠊⠝⠛ ⠺⠓⠊⠞⠑ ⠙⠗⠑⠁⠍ ⠎⠇⠕⠺
dream green sun touch,⠙⠗⠑⠁⠍ ⠛⠗⠑⠑⠝ ⠎⠥⠝ ⠞⠕⠥⠉⠓
smile give take today see,⠎⠍⠊⠇⠑ ⠛⠊⠧⠑ ⠞⠁⠅⠑ ⠞⠕⠙⠁⠽ ⠎⠑⠑
yellow hello touch slow green jump green love,⠽⠑⠇⠇⠕⠺ ⠓⠑⠇⠇⠕ ⠞⠕⠥⠉⠓ ⠎⠇⠕⠺ ⠛⠗⠑⠑⠝ ⠚⠥⠍⠏ ⠛⠗⠑⠑⠝ ⠇⠕⠧⠑
happy today run yellow,⠓⠁⠏⠏⠽ ⠞⠕⠙⠁⠽ ⠗⠥⠝ ⠽⠑⠇⠇⠕⠺
write laugh blue hello come black,⠺⠗⠊⠞⠑ ⠇⠁⠥⠛⠓ ⠃⠇⠥⠑ ⠓⠑⠇⠇⠕ ⠉⠕⠍⠑ ⠃⠇⠁⠉⠅
world stand smile dream how jump write,⠺⠕⠗⠇⠙ ⠎⠞⠁⠝⠙ ⠎⠍⠊⠇⠑ ⠙⠗⠑⠁⠍ ⠓⠕⠺ ⠚⠥⠍⠏ ⠺⠗⠊⠞⠑
how morning go see morning,⠓⠕⠺ ⠍⠕⠗⠝⠊⠝⠛ ⠛⠕ ⠎⠑⠑ ⠍⠕⠗⠝⠊⠝⠛
morning white how sun fast wish come blue,⠍⠕⠗⠝⠊⠝⠛ ⠺⠓⠊⠞⠑ ⠓⠕⠺ ⠎⠥⠝ ⠋⠁⠎⠞ ⠺⠊⠎⠓ ⠉⠕⠍⠑ ⠃⠇⠥⠑
hello morning go stay,⠓⠑⠇⠇⠕ ⠍⠕⠗⠝⠊⠝⠛ ⠛⠕ ⠎⠞⠁⠽
see bring you jump think love feel good,⠎⠑⠑ ⠃⠗⠊⠝⠛ ⠽⠕⠥ ⠚⠥⠍⠏ ⠞⠓⠊⠝⠅ ⠇⠕⠧⠑ ⠋⠑⠑⠇ ⠛⠕⠕⠙
send touch night white,⠎⠑⠝⠙ ⠞⠕⠥⠉⠓ ⠝⠊⠛⠓⠞ ⠺⠓⠊⠞⠑
take bring write take today,⠞⠁⠅⠑ ⠃⠗⠊⠝⠛ ⠺⠗⠊⠞⠑ ⠞⠁⠅⠑ ⠞⠕⠙⠁⠽
good hold today stand dark hate open how,⠛⠕⠕⠙ ⠓⠕⠇⠙ ⠞⠕⠙⠁⠽ ⠎⠞⠁⠝⠙ ⠙⠁⠗⠅ ⠓⠁⠞⠑ ⠕⠏⠑⠝ ⠓⠕⠺
hello blue morning yellow,⠓⠑⠇⠇⠕ ⠃⠇⠥⠑ ⠍⠕⠗⠝⠊⠝⠛ ⠽⠑⠇⠇⠕⠺
laugh come hate open wish,⠇⠁⠥⠛⠓ ⠉⠕⠍⠑ ⠓⠁⠞⠑ ⠕⠏⠑⠝ ⠺⠊⠎⠓
how yellow fast fast wish world hold good,⠓⠕⠺ ⠽⠑⠇⠇⠕⠺ ⠋⠁⠎⠞ ⠋⠁⠎⠞ ⠺⠊⠎⠓ ⠺⠕⠗⠇⠙ ⠓⠕⠇⠙ ⠛⠕⠕⠙
hold hate write fast,⠓⠕⠇⠙ ⠓⠁⠞⠑ ⠺⠗⠊⠞⠑ ⠋⠁⠎⠞
run slow blue bright run sun read slow,⠗⠥⠝ ⠎⠇⠕⠺ ⠃⠇⠥⠑ ⠃⠗⠊⠛⠓⠞ ⠗⠥⠝ ⠎⠥⠝ ⠗⠑⠁⠙ ⠎⠇⠕⠺
hold close good blue hello touch feel write,⠓⠕⠇⠙ ⠉⠇⠕⠎⠑ ⠛⠕⠕⠙ ⠃⠇⠥⠑ ⠓⠑⠇⠇⠕ ⠞⠕⠥⠉⠓ ⠋⠑⠑⠇ ⠺⠗⠊⠞⠑
come dream jump blue,⠉⠕⠍⠑ ⠙⠗⠑⠁⠍ ⠚⠥⠍⠏ ⠃⠇⠥⠑
bright write world come you touch stay,⠃⠗⠊⠛⠓⠞ ⠺⠗⠊⠞⠑ ⠺⠕⠗⠇⠙ ⠉⠕⠍⠑ ⠽⠕⠥ ⠞⠕⠥⠉⠓ ⠎⠞⠁⠽
hello bright laugh give laugh morning morning slow,⠓⠑⠇⠇⠕ ⠃⠗⠊⠛⠓⠞ ⠇⠁⠥⠛⠓ ⠛⠊⠧⠑ ⠇⠁⠥⠛⠓ ⠍⠕⠗⠝⠊⠝⠛ ⠍⠕⠗⠝⠊⠝⠛ ⠎⠇⠕⠺
bring hold run dream slow see stand,⠃⠗⠊⠝⠛ ⠓⠕⠇⠙ ⠗⠥⠝ ⠙⠗⠑⠁⠍ ⠎⠇⠕⠺ ⠎⠑⠑ ⠎⠞⠁⠝⠙
how smile think you,⠓⠕⠺ ⠎⠍⠊⠇⠑ ⠞⠓⠊⠝⠅ ⠽⠕⠥
take think hello walk night give slow,⠞⠁⠅⠑ ⠞⠓⠊⠝⠅ ⠓⠑⠇⠇⠕ ⠺⠁⠇⠅ ⠝⠊⠛⠓⠞ ⠛⠊⠧⠑ ⠎⠇⠕⠺
yellow happy hate dream hello give,⠽⠑⠇⠇⠕⠺ ⠓⠁⠏⠏⠽ ⠓⠁⠞⠑ ⠙⠗⠑⠁⠍ ⠓⠑⠇⠇⠕ ⠛⠊⠧⠑
bring how world touch come send think you,⠃⠗⠊⠝⠛ ⠓⠕⠺ ⠺⠕⠗⠇⠙ ⠞⠕⠥⠉⠓ ⠉⠕⠍⠑ ⠎⠑⠝⠙ ⠞⠓⠊⠝⠅ ⠽⠕⠥
happy bring green red stand,⠓⠁⠏⠏⠽ ⠃⠗⠊⠝⠛ ⠛⠗⠑⠑⠝ ⠗⠑⠙ ⠎⠞⠁⠝⠙
stay read blue dream feel feel are,⠎⠞⠁⠽ ⠗⠑⠁⠙ ⠃⠇⠥⠑ ⠙⠗⠑⠁⠍ ⠋⠑⠑⠇ ⠋⠑⠑⠇ ⠁⠗⠑
morning open slow open dream today fast night,⠍⠕⠗⠝⠊⠝⠛ ⠕⠏⠑⠝ ⠎⠇⠕⠺ ⠕⠏⠑⠝ ⠙⠗⠑⠁⠍ ⠞⠕⠙⠁⠽ ⠋⠁⠎⠞ ⠝⠊⠛⠓⠞
stay hello bring see,⠎⠞⠁⠽ ⠓⠑⠇⠇⠕ ⠃⠗⠊⠝⠛ ⠎⠑⠑
bright yellow stand morning send yellow fast,⠃⠗⠊⠛⠓⠞ ⠽⠑⠇⠇⠕⠺ ⠎⠞⠁⠝⠙ ⠍⠕⠗⠝⠊⠝⠛ ⠎⠑⠝⠙ ⠽⠑⠇⠇⠕⠺ ⠋⠁⠎⠞
give you open open dark happy open touch,⠛⠊⠧⠑ ⠽⠕⠥ ⠕⠏⠑⠝ ⠕⠏⠑⠝ ⠙⠁⠗⠅ ⠓⠁⠏⠏⠽ ⠕⠏⠑⠝ ⠞⠕⠥⠉⠓
give smile open black stay take,⠛⠊⠧⠑ ⠎⠍⠊⠇⠑ ⠕⠏⠑⠝ ⠃⠇⠁⠉⠅ ⠎⠞⠁⠽ ⠞⠁⠅⠑
slow run dream black go white slow white,⠎⠇⠕⠺ ⠗⠥⠝ ⠙⠗⠑⠁⠍ ⠃⠇⠁⠉⠅ ⠛⠕ ⠺⠓⠊⠞⠑ ⠎⠇⠕⠺ ⠺⠓⠊⠞⠑
how white smile yellow jump bring sad happy,⠓⠕⠺ ⠺⠓⠊⠞⠑ ⠎⠍⠊⠇⠑ ⠽⠑⠇⠇⠕⠺ ⠚⠥⠍⠏ ⠃⠗⠊⠝⠛ ⠎⠁⠙ ⠓⠁⠏⠏⠽
moon night run touch smile,⠍⠕⠕⠝ ⠝⠊⠛⠓⠞ ⠗⠥⠝ ⠞⠕⠥⠉⠓ ⠎⠍⠊⠇⠑
dark hate are read wish think,⠙⠁⠗⠅ ⠓⠁⠞⠑ ⠁⠗⠑ ⠗⠑⠁⠙ ⠺⠊⠎⠓ ⠞⠓⠊⠝⠅
smile go world morning blue world are happy,⠎⠍⠊⠇⠑ ⠛⠕ ⠺⠕⠗⠇⠙ ⠍⠕⠗⠝⠊⠝⠛ ⠃⠇⠥⠑ ⠺⠕⠗⠇⠙ ⠁⠗⠑ ⠓⠁⠏⠏⠽
red send read dream stay,⠗⠑⠙ ⠎⠑⠝⠙ ⠗⠑⠁⠙ ⠙⠗⠑⠁⠍ ⠎⠞⠁⠽
yellow stand fast you,⠽⠑⠇⠇⠕⠺ ⠎⠞⠁⠝⠙ ⠋⠁⠎⠞ ⠽⠕⠥
jump stay how sad,⠚⠥⠍⠏ ⠎⠞⠁⠽ ⠓⠕⠺ ⠎⠁⠙
moon dark today good give smile green,⠍⠕⠕⠝ ⠙⠁⠗⠅ ⠞⠕⠙⠁⠽ ⠛⠕⠕⠙ ⠛⠊⠧⠑ ⠎⠍⠊⠇⠑ ⠛⠗⠑⠑⠝
think run good come hold night,⠞⠓⠊⠝⠅ ⠗⠥⠝ ⠛⠕⠕⠙ ⠉⠕⠍⠑ ⠓⠕⠇⠙ ⠝⠊⠛⠓⠞
think dark bring red sun white green,⠞⠓⠊⠝⠅ ⠙⠁⠗⠅ ⠃⠗⠊⠝⠛ ⠗⠑⠙ ⠎⠥⠝ ⠺⠓⠊⠞⠑ ⠛⠗⠑⠑⠝
night open dream moon world,⠝⠊⠛⠓⠞ ⠕⠏⠑⠝ ⠙⠗⠑⠁⠍ ⠍⠕⠕⠝ ⠺⠕⠗⠇⠙
hate blue see you night come are,⠓⠁⠞⠑ ⠃⠇⠥⠑ ⠎⠑⠑ ⠽⠕⠥ ⠝⠊⠛⠓⠞ ⠉⠕⠍⠑ ⠁⠗⠑
you jump slow moon write,⠽⠕⠥ ⠚⠥⠍⠏ ⠎⠇⠕⠺ ⠍⠕⠕⠝ ⠺⠗⠊⠞⠑
hello love see come fast walk today,⠓⠑⠇⠇⠕ ⠇⠕⠧⠑ ⠎⠑⠑ ⠉⠕⠍⠑ ⠋⠁⠎⠞ ⠺⠁⠇⠅ ⠞⠕⠙⠁⠽
send are smile you give think fast,⠎⠑⠝⠙ ⠁⠗⠑ ⠎⠍⠊⠇⠑ ⠽⠕⠥ ⠛⠊⠧⠑ ⠞⠓⠊⠝⠅ ⠋⠁⠎⠞
laugh write slow moon red run,⠇⠁⠥⠛⠓ ⠺⠗⠊⠞⠑ ⠎⠇⠕⠺ ⠍⠕⠕⠝ ⠗⠑⠙ ⠗⠥⠝
bright today stay close write read,⠃⠗⠊⠛⠓⠞ ⠞⠕⠙⠁⠽ ⠎⠞⠁⠽ ⠉⠇⠕⠎⠑ ⠺⠗⠊⠞⠑ ⠗⠑⠁⠙
love walk send take dream black,⠇⠕⠧⠑ ⠺⠁⠇⠅ ⠎⠑⠝⠙ ⠞⠁⠅⠑ ⠙⠗⠑⠁⠍ ⠃⠇⠁⠉⠅
run dream sad come happy night,⠗⠥⠝ ⠙⠗⠑⠁⠍ ⠎⠁⠙ ⠉⠕⠍⠑ ⠓⠁⠏⠏⠽ ⠝⠊⠛⠓⠞
green hate hold hate,⠛⠗⠑⠑⠝ ⠓⠁⠞⠑ ⠓⠕⠇⠙ ⠓⠁⠞⠑
blue hold love jump good,⠃⠇⠥⠑ ⠓⠕⠇⠙ ⠇⠕⠧⠑ ⠚⠥⠍⠏ ⠛⠕⠕⠙
sad morning stay close,⠎⠁⠙ ⠍⠕⠗⠝⠊⠝⠛ ⠎⠞⠁⠽ ⠉⠇⠕⠎⠑
walk open read red happy hate,⠺⠁⠇⠅ ⠕⠏⠑⠝ ⠗⠑⠁⠙ ⠗⠑⠙ ⠓⠁⠏⠏⠽ ⠓⠁⠞⠑
stay dream hold sun stay,⠎⠞⠁⠽ ⠙⠗⠑⠁⠍ ⠓⠕⠇⠙ ⠎⠥⠝ ⠎⠞⠁⠽
go green you run jump black white moon,⠛⠕ ⠛⠗⠑⠑⠝ ⠽⠕⠥ ⠗⠥⠝ ⠚⠥⠍⠏ ⠃⠇⠁⠉⠅ ⠺⠓⠊⠞⠑ ⠍⠕⠕⠝
jump sun touch bright,⠚⠥⠍⠏ ⠎⠥⠝ ⠞⠕⠥⠉⠓ ⠃⠗⠊⠛⠓⠞
happy read black are bright touch smile,⠓⠁⠏⠏⠽ ⠗⠑⠁⠙ ⠃⠇⠁⠉⠅ ⠁⠗⠑ ⠃⠗⠊⠛⠓⠞ ⠞⠕⠥⠉⠓ ⠎⠍⠊⠇⠑
walk love walk give you open,⠺⠁⠇⠅ ⠇⠕⠧⠑ ⠺⠁⠇⠅ ⠛⠊⠧⠑ ⠽⠕⠥ ⠕⠏⠑⠝
laugh happy touch close send laugh hate red,⠇⠁⠥⠛⠓ ⠓⠁⠏⠏⠽ ⠞⠕⠥⠉⠓ ⠉⠇⠕⠎⠑ ⠎⠑⠝⠙ ⠇⠁⠥⠛⠓ ⠓⠁⠞⠑ ⠗⠑⠙
feel red wish see touch jump red,⠋⠑⠑⠇ ⠗⠑⠙ ⠺⠊⠎⠓ ⠎⠑⠑ ⠞⠕⠥⠉⠓ ⠚⠥⠍⠏ ⠗⠑⠙
black dream write stay white wish good stand,⠃⠇⠁⠉⠅ ⠙⠗⠑⠁⠍ ⠺⠗⠊⠞⠑ ⠎⠞⠁⠽ ⠺⠓⠊⠞⠑ ⠺⠊⠎⠓ ⠛⠕⠕⠙ ⠎⠞⠁⠝⠙
come dream read slow white,⠉⠕⠍⠑ ⠙⠗⠑⠁⠍ ⠗⠑⠁⠙ ⠎⠇⠕⠺ ⠺⠓⠊⠞⠑
come sad touch dream see run wish sun,⠉⠕⠍⠑ ⠎⠁⠙ ⠞⠕⠥⠉⠓ ⠙⠗⠑⠁⠍ ⠎⠑⠑ ⠗⠥⠝ ⠺⠊⠎⠓ ⠎⠥⠝
see jump morning you,⠎⠑⠑ ⠚⠥⠍⠏ ⠍⠕⠗⠝⠊⠝⠛ ⠽⠕⠥
love red come white stand bring hate,⠇⠕⠧⠑ ⠗⠑⠙ ⠉⠕⠍⠑ ⠺⠓⠊⠞⠑ ⠎⠞⠁⠝⠙ ⠃⠗⠊⠝⠛ ⠓⠁⠞⠑
stay hello see come are stay,⠎⠞⠁⠽ ⠓⠑⠇⠇⠕ ⠎⠑⠑ ⠉⠕⠍⠑ ⠁⠗⠑ ⠎⠞⠁⠽
night how dream take happy,⠝⠊⠛⠓⠞ ⠓⠕⠺ ⠙⠗⠑⠁⠍ ⠞⠁⠅⠑ ⠓⠁⠏⠏⠽
come dark hello stay,⠉⠕⠍⠑ ⠙⠁⠗⠅ ⠓⠑⠇⠇⠕ ⠎⠞⠁⠽
red go think jump happy,⠗⠑⠙ ⠛⠕ ⠞⠓⠊⠝⠅ ⠚⠥⠍⠏ ⠓⠁⠏⠏⠽
bring dream sun open black,⠃⠗⠊⠝⠛ ⠙⠗⠑⠁⠍ ⠎⠥⠝ ⠕⠏⠑⠝ ⠃⠇⠁⠉⠅
walk good give send wish,⠺⠁⠇⠅ ⠛⠕⠕⠙ ⠛⠊⠧⠑ ⠎⠑⠝⠙ ⠺⠊⠎⠓
see smile sun send,⠎⠑⠑ ⠎⠍⠊⠇⠑ ⠎⠥⠝ ⠎⠑⠝⠙
moon come black moon read today,⠍⠕⠕⠝ ⠉⠕⠍⠑ ⠃⠇⠁⠉⠅ ⠍⠕⠕⠝ ⠗⠑⠁⠙ ⠞⠕⠙⠁⠽
wish wish green world love go walk,⠺⠊⠎⠓ ⠺⠊⠎⠓ ⠛⠗⠑⠑⠝ ⠺⠕⠗⠇⠙ ⠇⠕⠧⠑ ⠛⠕ ⠺⠁⠇⠅
close smile bright jump,⠉⠇⠕⠎⠑ ⠎⠍⠊⠇⠑ ⠃⠗⠊⠛⠓⠞ ⠚⠥⠍⠏
